,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,New_Item_Type,Outlet_Years
6188,FDE26,9.3,Low Fat,0.089144149,Canned,144.9786,OUT049,1999,Medium,Tier 1,Supermarket Type1,1011.3502,Food,14
6189,FDG45,8.1,Low Fat,0.128011859,Fruits and Vegetables,210.9902,OUT035,2004,Small,Tier 2,Supermarket Type1,6371.706,Food,9
6190,NCC18,19.1,Non-Edible,0.17827272800000002,Household,172.4422,OUT017,2007,Small,Tier 2,Supermarket Type1,1551.9798,Non-Consumable,6
6191,NCU54,8.88,Non-Edible,0.099024124,Household,208.52700000000002,OUT018,2009,Medium,Tier 3,Supermarket Type2,3145.905,Non-Consumable,4
6192,FDF26,6.825,Regular,0.046898544,Canned,153.7998,OUT017,2007,Small,Tier 2,Supermarket Type1,922.7988,Food,6
6193,FDX52,11.5,Regular,0.041994624,Frozen Foods,194.782,OUT035,2004,Small,Tier 2,Supermarket Type1,3475.4759999999997,Food,9
6194,FDR04,7.075,Low Fat,0.022694622999999997,Frozen Foods,98.8068,OUT017,2007,Small,Tier 2,Supermarket Type1,2527.3768,Food,6
6195,NCP06,20.7,Non-Edible,0.039467795,Household,151.7366,OUT017,2007,Small,Tier 2,Supermarket Type1,604.5464,Non-Consumable,6
6196,FDN25,7.895,Regular,0.061270647000000004,Breakfast,56.7588,OUT049,1999,Medium,Tier 1,Supermarket Type1,343.5528,Food,14
6197,NCH42,6.86,Non-Edible,0.036686157999999996,Household,229.601,OUT018,2009,Medium,Tier 3,Supermarket Type2,2526.7110000000002,Non-Consumable,4
6198,FDO46,9.6,Regular,0.014200671000000002,Snack Foods,187.1872,OUT013,1987,High,Tier 3,Supermarket Type1,3214.4824,Food,26
6199,NCG54,12.1,Non-Edible,0.079806266,Household,172.1106,OUT046,1997,Small,Tier 1,Supermarket Type1,3422.212,Non-Consumable,16
6200,FDU07,11.1,Low Fat,0.059797172,Fruits and Vegetables,151.8366,OUT013,1987,High,Tier 3,Supermarket Type1,1057.9562,Food,26
6201,DRJ11,9.5,Low Fat,0.06613202877895127,Hard Drinks,190.9872,OUT045,2002,Small,Tier 2,Supermarket Type1,3025.3952,Drinks,11
6202,FDH10,21.0,Low Fat,0.049381666,Snack Foods,193.0478,OUT049,1999,Medium,Tier 1,Supermarket Type1,1549.9824,Food,14
6203,FDN56,5.46,Regular,0.107057186,Fruits and Vegetables,144.9786,OUT046,1997,Small,Tier 1,Supermarket Type1,2022.7004,Food,16
6204,FDY56,0.0,Regular,0.10927431300000001,Fruits and Vegetables,225.3062,OUT019,1985,Small,Tier 1,Grocery Store,677.1186,Food,28
6205,NCQ53,17.6,Non-Edible,0.018889593,Health and Hygiene,236.25900000000001,OUT013,1987,High,Tier 3,Supermarket Type1,4727.18,Non-Consumable,26
6206,NCN54,20.35,Non-Edible,0.021369722,Household,75.8328,OUT045,2002,Small,Tier 2,Supermarket Type1,154.4656,Non-Consumable,11
6207,NCC43,7.39,Non-Edible,0.092927148,Household,249.5066,OUT049,1999,Medium,Tier 1,Supermarket Type1,4267.1122,Non-Consumable,14
6208,FDB35,0.0,Regular,0.113139486,Starchy Foods,92.9804,OUT019,1985,Small,Tier 1,Grocery Store,183.7608,Food,28
6209,FDX33,9.195,Regular,0.117387066,Snack Foods,160.2578,OUT013,1987,High,Tier 3,Supermarket Type1,4492.8184,Food,26
6210,NCT06,17.1,Non-Edible,0.038730229,Household,166.2842,OUT035,2004,Small,Tier 2,Supermarket Type1,4807.7418,Non-Consumable,9
6211,FDM50,13.0,Regular,0.030211742000000003,Canned,59.321999999999996,OUT018,2009,Medium,Tier 3,Supermarket Type2,539.298,Food,4
6212,FDC37,15.5,Low Fat,0.032924463,Baking Goods,107.2938,OUT049,1999,Medium,Tier 1,Supermarket Type1,2143.876,Food,14
6213,NCT54,8.695,Non-Edible,0.12002254300000001,Household,94.8094,OUT018,2009,Medium,Tier 3,Supermarket Type2,1428.141,Non-Consumable,4
6214,FDG34,0.0,Regular,0.037388492999999995,Snack Foods,107.8254,OUT027,1985,Medium,Tier 3,Supermarket Type3,1410.8302,Food,28
6215,NCW54,7.5,Non-Edible,0.096413261,Household,55.3588,OUT046,1997,Small,Tier 1,Supermarket Type1,1030.6584,Non-Consumable,16
6216,FDZ46,7.485,Low Fat,0.069405301,Snack Foods,112.1228,OUT018,2009,Medium,Tier 3,Supermarket Type2,1105.228,Food,4
6217,NCK19,9.8,Non-Edible,0.09064910699999999,Others,194.3478,OUT045,2002,Small,Tier 2,Supermarket Type1,4649.9472,Non-Consumable,11
6218,NCQ05,11.395,Non-Edible,0.021649903999999998,Health and Hygiene,150.8708,OUT045,2002,Small,Tier 2,Supermarket Type1,4363.6532,Non-Consumable,11
6219,NCE54,20.7,Non-Edible,0.02689477,Household,76.7354,OUT035,2004,Small,Tier 2,Supermarket Type1,2482.7682,Non-Consumable,9
6220,FDH17,16.2,Regular,0.016679232,Frozen Foods,96.3726,OUT049,1999,Medium,Tier 1,Supermarket Type1,2740.4328,Food,14
6221,FDB23,0.0,Regular,0.00978492,Starchy Foods,225.9062,OUT019,1985,Small,Tier 1,Grocery Store,451.4124,Food,28
6222,DRL49,13.15,Low Fat,0.056429024,Soft Drinks,144.2812,OUT046,1997,Small,Tier 1,Supermarket Type1,1282.3308,Drinks,16
6223,FDT03,21.25,Low Fat,0.009998763,Meat,182.3608,OUT046,1997,Small,Tier 1,Supermarket Type1,551.2824,Food,16
6224,FDW59,13.15,Low Fat,0.020757926,Breads,84.3566,OUT045,2002,Small,Tier 2,Supermarket Type1,761.0094,Food,11
6225,NCB18,19.6,Non-Edible,0.041374909,Household,89.2514,OUT045,2002,Small,Tier 2,Supermarket Type1,1416.8224,Non-Consumable,11
6226,FDI22,12.6,Low Fat,0.096756649,Snack Foods,208.7612,OUT017,2007,Small,Tier 2,Supermarket Type1,5226.53,Food,6
6227,FDZ50,12.8,Regular,0.079523619,Dairy,181.7608,OUT017,2007,Small,Tier 2,Supermarket Type1,4961.5416,Food,6
6228,FDS14,7.285,Low Fat,0.06613202877895127,Dairy,155.1288,OUT017,2007,Small,Tier 2,Supermarket Type1,1414.1592,Food,6
6229,NCN19,13.1,Non-Edible,0.012167988000000001,Others,190.253,OUT017,2007,Small,Tier 2,Supermarket Type1,4174.566,Non-Consumable,6
6230,FDG46,8.63,Regular,0.032976398999999997,Snack Foods,114.6518,OUT045,2002,Small,Tier 2,Supermarket Type1,2846.295,Food,11
6231,FDS04,10.195,Regular,0.147492524,Frozen Foods,141.5838,OUT017,2007,Small,Tier 2,Supermarket Type1,1685.8056,Food,6
6232,FDM58,16.85,Regular,0.06613202877895127,Snack Foods,110.0544,OUT049,1999,Medium,Tier 1,Supermarket Type1,2572.6512,Food,14
6233,FDB60,9.3,Low Fat,0.028566433,Baking Goods,193.0136,OUT049,1999,Medium,Tier 1,Supermarket Type1,4860.34,Food,14
6234,FDH28,15.85,Regular,0.11047921699999999,Frozen Foods,36.7506,OUT018,2009,Medium,Tier 3,Supermarket Type2,531.3084,Food,4
6235,NCU53,5.485,Non-Edible,0.042838514,Health and Hygiene,163.7842,OUT045,2002,Small,Tier 2,Supermarket Type1,1657.842,Non-Consumable,11
6236,FDL44,18.25,Low Fat,0.012264903,Fruits and Vegetables,162.8894,OUT013,1987,High,Tier 3,Supermarket Type1,3397.5774,Food,26
6237,FDI22,12.6,Low Fat,0.096132367,Snack Foods,208.9612,OUT013,1987,High,Tier 3,Supermarket Type1,4181.224,Food,26
6238,DRM37,0.0,Low Fat,0.168780127,Soft Drinks,197.8768,OUT019,1985,Small,Tier 1,Grocery Store,197.0768,Drinks,28
6239,FDX40,12.85,Low Fat,0.099193899,Frozen Foods,38.1164,OUT045,2002,Small,Tier 2,Supermarket Type1,656.4788,Food,11
6240,DRG15,6.13,Low Fat,0.076721393,Dairy,59.4536,OUT035,2004,Small,Tier 2,Supermarket Type1,2021.3688,Drinks,9
6241,FDV19,0.0,Regular,0.06173052,Fruits and Vegetables,159.1578,OUT019,1985,Small,Tier 1,Grocery Store,160.4578,Food,28
6242,DRF01,5.655,Low Fat,0.174934513,Soft Drinks,145.0102,OUT013,1987,High,Tier 3,Supermarket Type1,1895.5326,Drinks,26
6243,NCV54,11.1,Non-Edible,0.06613202877895127,Household,119.1124,OUT046,1997,Small,Tier 1,Supermarket Type1,1303.6364,Non-Consumable,16
6244,FDO21,11.6,Regular,0.009802791,Snack Foods,223.0404,OUT018,2009,Medium,Tier 3,Supermarket Type2,1125.202,Food,4
6245,FDA40,16.0,Regular,0.09942555,Frozen Foods,87.0856,OUT049,1999,Medium,Tier 1,Supermarket Type1,527.3136,Food,14
6246,FDE59,12.15,Low Fat,0.062384659,Starchy Foods,34.6532,OUT049,1999,Medium,Tier 1,Supermarket Type1,719.064,Food,14
6247,FDX47,6.55,Regular,0.034745307,Breads,158.8288,OUT018,2009,Medium,Tier 3,Supermarket Type2,4399.6064,Food,4
6248,FDW34,9.6,Low Fat,0.035579135,Snack Foods,244.417,OUT046,1997,Small,Tier 1,Supermarket Type1,1944.136,Food,16
6249,NCM30,19.1,Non-Edible,0.067569539,Household,43.0796,OUT018,2009,Medium,Tier 3,Supermarket Type2,619.194,Non-Consumable,4
6250,FDA02,14.0,Regular,0.029697925,Dairy,143.0786,OUT013,1987,High,Tier 3,Supermarket Type1,3178.5292,Food,26
6251,FDV19,14.85,Regular,0.03525037,Fruits and Vegetables,160.9578,OUT035,2004,Small,Tier 2,Supermarket Type1,2246.4092,Food,9
6252,FDT48,4.92,Low Fat,0.045916788,Baking Goods,198.8084,OUT013,1987,High,Tier 3,Supermarket Type1,2976.1259999999997,Food,26
6253,FDD09,13.5,Low Fat,0.021539999,Fruits and Vegetables,182.4976,OUT045,2002,Small,Tier 2,Supermarket Type1,1629.8784,Food,11
6254,FDZ25,15.7,Regular,0.027673055,Canned,169.27900000000002,OUT045,2002,Small,Tier 2,Supermarket Type1,3735.138,Food,11
6255,NCE19,8.97,Non-Edible,0.092997032,Household,55.2956,OUT035,2004,Small,Tier 2,Supermarket Type1,873.5296,Non-Consumable,9
6256,DRE25,15.35,Low Fat,0.073283193,Soft Drinks,91.81200000000001,OUT046,1997,Small,Tier 1,Supermarket Type1,1771.0279999999998,Drinks,16
6257,FDC14,0.0,Regular,0.041049322,Canned,41.2454,OUT027,1985,Medium,Tier 3,Supermarket Type3,1342.2528,Food,28
6258,FDO15,0.0,Regular,0.008525061,Meat,72.5038,OUT027,1985,Medium,Tier 3,Supermarket Type3,2512.7292,Food,28
6259,FDC46,17.7,Low Fat,0.117201696,Snack Foods,184.0266,OUT017,2007,Small,Tier 2,Supermarket Type1,2397.5458,Food,6
6260,NCX42,6.36,Non-Edible,0.005977465,Household,163.3526,OUT035,2004,Small,Tier 2,Supermarket Type1,2631.2416,Non-Consumable,9
6261,FDK52,0.0,Low Fat,0.06613202877895127,Frozen Foods,225.3062,OUT027,1985,Medium,Tier 3,Supermarket Type3,4288.4178,Food,28
6262,FDD04,0.0,Low Fat,0.157528118,Dairy,142.9154,OUT019,1985,Small,Tier 1,Grocery Store,141.8154,Food,28
6263,FDF12,8.235,Low Fat,0.08242785400000001,Baking Goods,149.3076,OUT046,1997,Small,Tier 1,Supermarket Type1,2808.3444,Food,16
6264,NCL41,12.35,Non-Edible,0.041802518,Health and Hygiene,34.8216,OUT049,1999,Medium,Tier 1,Supermarket Type1,311.5944,Non-Consumable,14
6265,NCW41,18.0,Non-Edible,0.015450376000000002,Health and Hygiene,158.9604,OUT046,1997,Small,Tier 1,Supermarket Type1,1584.604,Non-Consumable,16
6266,FDO60,20.0,Low Fat,0.05752754400000001,Baking Goods,43.1086,OUT010,1998,Small,Tier 3,Grocery Store,89.2172,Food,15
6267,FDZ55,6.055,Low Fat,0.025512207000000002,Fruits and Vegetables,159.692,OUT018,2009,Medium,Tier 3,Supermarket Type2,5592.72,Food,4
6268,FDZ59,6.63,Regular,0.174110803,Baking Goods,166.85,OUT010,1998,Small,Tier 3,Grocery Store,499.35,Food,15
6269,FDO24,0.0,Low Fat,0.175362333,Baking Goods,158.9604,OUT027,1985,Medium,Tier 3,Supermarket Type3,4436.8912,Food,28
6270,FDW14,8.3,Regular,0.038367194,Dairy,87.1198,OUT018,2009,Medium,Tier 3,Supermarket Type2,959.4178,Food,4
6271,FDD40,20.25,Regular,0.014781046,Dairy,193.8162,OUT013,1987,High,Tier 3,Supermarket Type1,3463.4916,Food,26
6272,FDJ38,8.6,Regular,0.040268043999999996,Canned,191.453,OUT049,1999,Medium,Tier 1,Supermarket Type1,1707.777,Food,14
6273,NCO54,19.5,Non-Edible,0.014355033,Household,55.4614,OUT017,2007,Small,Tier 2,Supermarket Type1,552.614,Non-Consumable,6
6274,FDJ10,5.095,Regular,0.129766301,Snack Foods,141.6838,OUT045,2002,Small,Tier 2,Supermarket Type1,3231.1274,Food,11
6275,FDK27,11.0,Low Fat,0.008997141,Meat,119.9756,OUT017,2007,Small,Tier 2,Supermarket Type1,1938.8096,Food,6
6276,FDR09,18.25,Low Fat,0.07784544,Snack Foods,260.5962,OUT049,1999,Medium,Tier 1,Supermarket Type1,3884.9429999999998,Food,14
6277,FDO60,20.0,Low Fat,0.06613202877895127,Baking Goods,43.4086,OUT018,2009,Medium,Tier 3,Supermarket Type2,401.4774,Food,4
6278,FDX50,0.0,Low Fat,0.074265816,Dairy,109.5228,OUT027,1985,Medium,Tier 3,Supermarket Type3,3757.7752,Food,28
6279,FDR44,0.0,Regular,0.10242248699999999,Fruits and Vegetables,131.4968,OUT027,1985,Medium,Tier 3,Supermarket Type3,1565.9616,Food,28
6280,FDD17,7.5,Low Fat,0.032811503,Frozen Foods,239.6906,OUT017,2007,Small,Tier 2,Supermarket Type1,2614.5966,Food,6
6281,FDI60,7.22,Regular,0.038477325,Baking Goods,62.951,OUT018,2009,Medium,Tier 3,Supermarket Type2,1138.518,Food,4
6282,FDH31,12.0,Regular,0.020411155,Meat,98.6042,OUT046,1997,Small,Tier 1,Supermarket Type1,1091.2462,Food,16
6283,FDL50,12.15,Regular,0.042552418,Canned,123.5046,OUT017,2007,Small,Tier 2,Supermarket Type1,1743.0644,Food,6
6284,FDO21,11.6,Regular,0.009818244,Snack Foods,223.1404,OUT017,2007,Small,Tier 2,Supermarket Type1,5175.9292,Food,6
6285,FDW12,8.315,Regular,0.035572183,Baking Goods,144.4444,OUT046,1997,Small,Tier 1,Supermarket Type1,2902.888,Food,16
6286,FDT15,12.15,Regular,0.04274788,Meat,183.695,OUT049,1999,Medium,Tier 1,Supermarket Type1,2929.52,Food,14
6287,FDV25,5.905,Low Fat,0.04572322,Canned,222.1456,OUT049,1999,Medium,Tier 1,Supermarket Type1,5747.1856,Food,14
6288,DRH13,8.575,Low Fat,0.023934398,Soft Drinks,105.82799999999999,OUT045,2002,Small,Tier 2,Supermarket Type1,958.752,Drinks,11
6289,FDG21,17.35,Regular,0.146527359,Seafood,147.905,OUT049,1999,Medium,Tier 1,Supermarket Type1,2247.075,Food,14
6290,NCI55,18.6,Non-Edible,0.012651171999999999,Household,123.1414,OUT035,2004,Small,Tier 2,Supermarket Type1,2314.9866,Non-Consumable,9
6291,NCO06,0.0,Non-Edible,0.10750729099999999,Household,34.8558,OUT027,1985,Medium,Tier 3,Supermarket Type3,441.4254,Non-Consumable,28
6292,FDR27,15.1,Regular,0.096295326,Meat,133.4942,OUT045,2002,Small,Tier 2,Supermarket Type1,1457.4362,Food,11
6293,FDA22,0.0,Low Fat,0.06613202877895127,Starchy Foods,167.5158,OUT027,1985,Medium,Tier 3,Supermarket Type3,4345.0108,Food,28
6294,FDS03,7.825,Low Fat,0.079613553,Meat,65.0826,OUT035,2004,Small,Tier 2,Supermarket Type1,1162.4868,Food,9
6295,FDZ12,9.17,Low Fat,0.10339830900000001,Baking Goods,143.947,OUT018,2009,Medium,Tier 3,Supermarket Type2,2576.646,Food,4
6296,FDJ20,20.7,Regular,0.16767231,Fruits and Vegetables,124.2388,OUT010,1998,Small,Tier 3,Grocery Store,247.6776,Food,15
6297,FDV09,12.1,Low Fat,0.020551458,Snack Foods,146.6734,OUT013,1987,High,Tier 3,Supermarket Type1,2227.101,Food,26
6298,FDW09,13.65,Regular,0.025961116,Snack Foods,80.4302,OUT049,1999,Medium,Tier 1,Supermarket Type1,316.9208,Food,14
6299,FDS36,8.38,Regular,0.046960237,Baking Goods,111.85700000000001,OUT049,1999,Medium,Tier 1,Supermarket Type1,2966.139,Food,14
6300,FDY19,19.75,Low Fat,0.041533438,Fruits and Vegetables,119.8466,OUT018,2009,Medium,Tier 3,Supermarket Type2,2239.0854,Food,4
6301,DRC49,8.67,Low Fat,0.065436581,Soft Drinks,142.9128,OUT046,1997,Small,Tier 1,Supermarket Type1,2013.3792,Drinks,16
6302,FDN12,15.6,Low Fat,0.08126841,Baking Goods,110.2544,OUT045,2002,Small,Tier 2,Supermarket Type1,1789.6704,Food,11
6303,FDJ03,12.35,Regular,0.072689818,Dairy,48.7692,OUT018,2009,Medium,Tier 3,Supermarket Type2,788.3072,Food,4
6304,FDC46,17.7,Low Fat,0.116723677,Snack Foods,182.4266,OUT049,1999,Medium,Tier 1,Supermarket Type1,5163.9448,Food,14
6305,FDM02,12.5,Regular,0.074035423,Canned,87.9198,OUT018,2009,Medium,Tier 3,Supermarket Type2,1133.8574,Food,4
6306,FDV20,20.2,Regular,0.059751637999999996,Fruits and Vegetables,129.1678,OUT013,1987,High,Tier 3,Supermarket Type1,1017.3424,Food,26
6307,NCH07,13.15,Non-Edible,0.09285496300000001,Household,158.7604,OUT045,2002,Small,Tier 2,Supermarket Type1,3010.7476,Non-Consumable,11
6308,FDL28,0.0,Regular,0.06613202877895127,Frozen Foods,230.0668,OUT019,1985,Small,Tier 1,Grocery Store,691.1004,Food,28
6309,FDJ46,0.0,Low Fat,0.044606379,Snack Foods,174.2054,OUT027,1985,Medium,Tier 3,Supermarket Type3,4377.635,Food,28
6310,FDQ34,10.85,Low Fat,0.16210760300000002,Snack Foods,106.3622,OUT013,1987,High,Tier 3,Supermarket Type1,2117.244,Food,26
6311,NCD42,0.0,Non-Edible,0.06613202877895127,Health and Hygiene,37.3506,OUT027,1985,Medium,Tier 3,Supermarket Type3,1024.6662,Non-Consumable,28
6312,FDO34,17.7,Low Fat,0.030060895,Snack Foods,166.4816,OUT018,2009,Medium,Tier 3,Supermarket Type2,2013.3792,Food,4
6313,FDX60,14.35,Low Fat,0.081050006,Baking Goods,79.196,OUT017,2007,Small,Tier 2,Supermarket Type1,1278.336,Food,6
6314,FDZ28,20.0,Regular,0.051783761,Frozen Foods,125.8678,OUT017,2007,Small,Tier 2,Supermarket Type1,3433.5306,Food,6
6315,FDT36,12.3,Low Fat,0.06613202877895127,Baking Goods,37.2874,OUT013,1987,High,Tier 3,Supermarket Type1,705.748,Food,26
6316,FDL24,10.3,Regular,0.024998007000000003,Baking Goods,174.4422,OUT018,2009,Medium,Tier 3,Supermarket Type2,3448.844,Food,4
6317,FDJ58,15.6,Regular,0.10520844800000001,Snack Foods,170.5764,OUT013,1987,High,Tier 3,Supermarket Type1,4466.1864,Food,26
6318,FDY12,9.8,Regular,0.14118383,Baking Goods,50.5008,OUT018,2009,Medium,Tier 3,Supermarket Type2,253.00400000000002,Food,4
6319,FDP58,11.1,Low Fat,0.13569283099999999,Snack Foods,220.0482,OUT018,2009,Medium,Tier 3,Supermarket Type2,2628.5784,Food,4
6320,FDC41,0.0,Low Fat,0.11634708699999999,Frozen Foods,76.867,OUT027,1985,Medium,Tier 3,Supermarket Type3,2526.7110000000002,Food,28
6321,FDY07,11.8,Low Fat,0.12150063,Fruits and Vegetables,46.8402,OUT013,1987,High,Tier 3,Supermarket Type1,413.4618,Food,26
6322,FDN08,7.72,Regular,0.088864488,Fruits and Vegetables,119.3466,OUT017,2007,Small,Tier 2,Supermarket Type1,3064.0116,Food,6
6323,FDJ53,0.0,Low Fat,0.070912843,Frozen Foods,121.5098,OUT027,1985,Medium,Tier 3,Supermarket Type3,2410.196,Food,28
6324,FDX04,19.6,Regular,0.041571557,Frozen Foods,49.9376,OUT046,1997,Small,Tier 1,Supermarket Type1,623.1888,Food,16
6325,FDZ19,6.425,Low Fat,0.09345489900000001,Fruits and Vegetables,175.3712,OUT046,1997,Small,Tier 1,Supermarket Type1,2988.1104,Food,16
6326,FDB45,20.85,Low Fat,0.021329793,Fruits and Vegetables,105.5306,OUT046,1997,Small,Tier 1,Supermarket Type1,940.7754,Food,16
6327,NCF54,18.0,Non-Edible,0.07929947400000001,Household,170.5422,OUT010,1998,Small,Tier 3,Grocery Store,344.8844,Non-Consumable,15
6328,FDX21,7.05,Low Fat,0.08513833400000001,Snack Foods,108.6912,OUT045,2002,Small,Tier 2,Supermarket Type1,1310.2944,Food,11
6329,FDA50,16.25,Low Fat,0.08717513699999999,Dairy,98.34100000000001,OUT046,1997,Small,Tier 1,Supermarket Type1,1351.5739999999998,Food,16
6330,DRH39,20.7,Low Fat,0.093214498,Dairy,74.667,OUT017,2007,Small,Tier 2,Supermarket Type1,2143.876,Drinks,6
6331,FDA38,5.44,Low Fat,0.025458716,Dairy,241.2538,OUT013,1987,High,Tier 3,Supermarket Type1,3124.5994,Food,26
6332,NCP30,20.5,Non-Edible,0.032741422,Household,40.4822,OUT013,1987,High,Tier 3,Supermarket Type1,589.2330000000001,Non-Consumable,26
6333,FDW19,12.35,Regular,0.038560278999999996,Fruits and Vegetables,109.85700000000001,OUT049,1999,Medium,Tier 1,Supermarket Type1,1208.427,Food,14
6334,FDF41,0.0,Low Fat,0.130544568,Frozen Foods,248.046,OUT027,1985,Medium,Tier 3,Supermarket Type3,7883.071999999999,Food,28
6335,DRF23,4.61,Low Fat,0.122629121,Hard Drinks,175.4396,OUT035,2004,Small,Tier 2,Supermarket Type1,2616.594,Drinks,9
6336,NCP14,8.275,Non-Edible,0.110913601,Household,106.3306,OUT017,2007,Small,Tier 2,Supermarket Type1,1254.3672,Non-Consumable,6
6337,FDK44,0.0,Low Fat,0.121635591,Fruits and Vegetables,175.4738,OUT027,1985,Medium,Tier 3,Supermarket Type3,2954.1546,Food,28
6338,DRA59,8.27,Regular,0.128449055,Soft Drinks,186.5924,OUT018,2009,Medium,Tier 3,Supermarket Type2,4442.2176,Drinks,4
6339,FDC28,7.905,Low Fat,0.055098434,Frozen Foods,109.2254,OUT045,2002,Small,Tier 2,Supermarket Type1,976.7286,Food,11
6340,NCO53,16.2,Non-Edible,0.06613202877895127,Health and Hygiene,182.1608,OUT049,1999,Medium,Tier 1,Supermarket Type1,3123.9336,Non-Consumable,14
6341,FDY55,0.0,Low Fat,0.06613202877895127,Fruits and Vegetables,258.3988,OUT019,1985,Small,Tier 1,Grocery Store,256.9988,Food,28
6342,NCS54,13.6,Non-Edible,0.010013429,Household,176.437,OUT045,2002,Small,Tier 2,Supermarket Type1,4587.362,Non-Consumable,11
6343,NCM07,9.395,Non-Edible,0.040187877000000004,Others,85.6908,OUT017,2007,Small,Tier 2,Supermarket Type1,1593.9252,Non-Consumable,6
6344,FDQ19,7.35,Regular,0.024044278999999998,Fruits and Vegetables,241.0512,OUT010,1998,Small,Tier 3,Grocery Store,242.3512,Food,15
6345,FDS40,15.35,Low Fat,0.014007727,Frozen Foods,38.319,OUT013,1987,High,Tier 3,Supermarket Type1,292.952,Food,26
6346,FDC14,14.5,Regular,0.041214746000000003,Canned,42.0454,OUT013,1987,High,Tier 3,Supermarket Type1,629.181,Food,26
6347,FDR12,12.6,Regular,0.031663212,Baking Goods,173.2764,OUT018,2009,Medium,Tier 3,Supermarket Type2,1030.6584,Food,4
6348,FDM60,10.8,Regular,0.06613202877895127,Baking Goods,39.3138,OUT013,1987,High,Tier 3,Supermarket Type1,1015.345,Food,26
6349,FDG26,18.85,Low Fat,0.042716162,Canned,257.83299999999997,OUT049,1999,Medium,Tier 1,Supermarket Type1,3332.329,Food,14
6350,NCL55,12.15,Non-Edible,0.06479182,Others,254.00400000000002,OUT045,2002,Small,Tier 2,Supermarket Type1,2277.036,Non-Consumable,11
6351,FDO21,11.6,Regular,0.009761175,Snack Foods,226.9404,OUT035,2004,Small,Tier 2,Supermarket Type1,1800.3232,Food,9
6352,NCG18,15.3,Non-Edible,0.02295878,Household,101.6332,OUT013,1987,High,Tier 3,Supermarket Type1,1845.5976,Non-Consumable,26
6353,FDA27,20.35,Regular,0.030927632000000004,Dairy,256.8672,OUT046,1997,Small,Tier 1,Supermarket Type1,3579.3408,Food,16
6354,DRG03,14.5,Low Fat,0.103752817,Dairy,155.1998,OUT010,1998,Small,Tier 3,Grocery Store,307.5996,Drinks,15
6355,FDC22,6.89,Regular,0.136428395,Snack Foods,193.982,OUT046,1997,Small,Tier 1,Supermarket Type1,1737.7379999999998,Food,16
6356,FDC21,14.6,Regular,0.071904258,Fruits and Vegetables,106.8254,OUT010,1998,Small,Tier 3,Grocery Store,108.5254,Food,15
6357,FDN50,16.85,Regular,0.026627857,Canned,93.712,OUT018,2009,Medium,Tier 3,Supermarket Type2,745.696,Food,4
6358,DRF27,8.93,Low Fat,0.028393624,Dairy,153.434,OUT013,1987,High,Tier 3,Supermarket Type1,1378.2060000000001,Drinks,26
6359,FDW57,8.31,Regular,0.116331694,Snack Foods,176.9028,OUT017,2007,Small,Tier 2,Supermarket Type1,3010.7476,Food,6
6360,FDM34,19.0,Low Fat,0.112893408,Snack Foods,131.0626,OUT010,1998,Small,Tier 3,Grocery Store,524.6504,Food,15
6361,FDZ39,0.0,Regular,0.017937483,Meat,103.499,OUT027,1985,Medium,Tier 3,Supermarket Type3,1547.985,Food,28
6362,FDU28,0.0,Regular,0.164438907,Frozen Foods,188.4214,OUT019,1985,Small,Tier 1,Grocery Store,376.8428,Food,28
